rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,positive_sentiment,negative_sentiment,neutral_sentiment
5.0,Good gift,Those who already have everything they can buy an audible book an old rerun of a favorite movie some little thing they may want or whatever as a gift for any occasion I recommend,B07FMJVVKW,B077N4CNVJ,AFMHO73ZLBHUMB36EHB4GUFLM3SA,1629478719766,0,True,0.0069,0.1491,0.8439
5.0,So convenient.,Arrived on time in perfect shape and best of all the person receiving the gift can buy whatever they want One size fits all,B07HJHK8Y5,B07HJHK8Y5,AFMHO73ZLBHUMB36EHB4GUFLM3SA,1617599581065,0,True,0.0039,0.0283,0.9679
5.0,Just what was ordered.,Made holiday shopping easy,B00IX1I3G6,B00IX1I3G6,AFMHO73ZLBHUMB36EHB4GUFLM3SA,1577392181310,0,True,0.0077,0.1011,0.8913
5.0,Can Do It From Home,Usually I either receive an Amazon gift card as a birthday and or Christmas gift or I purchase them at a store Then it s very easy to add the amount to my gift card balance using my cell phone Well I was stuck inside for several days due to a blizzard and I bought quite a few books then due to a travel ban I could not go to the store to purchase a gift card br So after checking my Gift Card Balance I saw that I had overindulged and it needed to be topped up One of the options under Manage Your Balance was to Reload Your Balance I had never used this option but decided to try it It was so easy to do and I didn t have to leave the comfort of my home I will be using it again in the future,B086KKT3RX,B086KKT3RX,AFQW7QX2DREMFPK5WSMQKG27UOQA,1672950892238,17,True,0.0284,0.4873,0.4843
5.0,Love it!,Love my card,B00IX1I3G6,B00IX1I3G6,AG6K7GPCDHQNKMVDMTYKKWSOAVVQ,1515196533758,0,True,0.0088,0.0277,0.9635
5.0,Easy to use,It s easy to use and very convenient I would definitely consider refill more in the future,B086KKT3RX,B086KKT3RX,AFGDRVPCP742YM5MMLFIKZCGNNRQ,1640899215732,0,True,0.0033,0.0227,0.974
3.0,Easy to use,Very easy to use I wish I knew about it earlier,B00IX1I3G6,B00IX1I3G6,AFGDRVPCP742YM5MMLFIKZCGNNRQ,1593396124170,0,True,0.0073,0.0323,0.9605
5.0,Perfect gift sent I a lovely container,Sent in a lovely container,B01K8RJDEI,B00ADR2LV6,AFWAXSLBIVNLLSKAKEXZWH6ZRFIQ,1637786399508,0,True,0.008,0.0363,0.9556
5.0,Perfect gift,Who wouldn t use an Amazon gift card But it also came with a cute gift bag,B07641DGK2,B075MZKGRL,AH34WUESTVTR2655QHDUUDJT5TCA,1622839794850,0,True,0.0188,0.1609,0.8203
5.0,Great chicken.,Love this place and didn t want to drive there to buy a card,B00JJ59UA8,B00JJ59RZQ,AHIPBXU3D3LVX6RBFLAAZ4TIRV7Q,1482205071000,0,True,0.0321,0.0863,0.8816
5.0,Easy to get,Christmas present,B00GU301FK,B00GU2ZW7S,AGXUZGPQ3WDXZXX2MSXF7PC2NXUA,1608414771999,0,True,0.0186,0.1986,0.7827
5.0,For Gift,My older nephew would love it,B01K8RMDO0,B077N4CNVJ,AGBGOYQOMHKPS7Z23RYGMW6QNGZQ,1637632375353,0,True,0.0064,0.0489,0.9447
5.0,"Fees remove someday, please!!",My nephew was exicted to get it for his birthday But I don t like fees charged when I ordered this VISA gift card I wish FREE insteaded of fees,B07HJHK8Y5,B07HJHK8Y5,AGBGOYQOMHKPS7Z23RYGMW6QNGZQ,1608257274969,0,True,0.767,0.2055,0.0275
5.0,Five Stars,It is what was expected,B07193NQ2P,B07193NQ2P,AETNCDK4GZVVEBOB2EZUF7YOXG3A,1516903773206,0,True,0.3639,0.5859,0.0502
5.0,One Star,It is what was expected,B01LXGGQXW,B078GWV31Z,AETNCDK4GZVVEBOB2EZUF7YOXG3A,1516903732725,0,True,0.3639,0.5859,0.0502
5.0,Exactly What I Ordered.,Convenient purchase,B01IE42ST4,B0BT85F69N,AHQHJW43QIHPEDN7WBMFOWSRF7GA,1653146371213,0,True,0.0243,0.2083,0.7674
5.0,Exactly What I Ordered.,Convenient purchase,B0763VZ9Z7,B079PMF9VC,AHQHJW43QIHPEDN7WBMFOWSRF7GA,1653146206376,0,True,0.0243,0.2083,0.7674
5.0,Exactly What I Ordered.,Exactly what I ordered Very convenient purchase through Amazon,B0719C5P56,B0719C5P56,AHQHJW43QIHPEDN7WBMFOWSRF7GA,1653144751581,0,True,0.0024,0.0221,0.9755
5.0,Exactly What I Ordered.,Exactly what I ordered Very convenient purchase through Amazon,B08ZL1W41Q,B081R1ZG19,AHQHJW43QIHPEDN7WBMFOWSRF7GA,1653144683914,0,True,0.0024,0.0221,0.9755
5.0,excellent Amazon gift card reload.,I found the reload process easy and convenient,B00IX1I3G6,B00IX1I3G6,AFA6RBBAJHPPSMIILDPTUVOLXMNQ,1527555653637,0,True,0.0071,0.0904,0.9025
5.0,It will get there on time,The most important part of an Amazon gift card is that they arrive on time,B01K8RMDO0,B077N4CNVJ,AHHSACKAUBS57X6AELI6MGXPNFDA,1520464266941,0,True,0.0049,0.051,0.9442
5.0,Good Choice!,Product arrived quickly and as described Excellant choice flexiable and convienant when you just don t know what to get them,B008EN46DM,B084LNN4N9,AFSGKYGKKS6LM5SAMPJL32FTMTJQ,1388420015000,0,True,0.0308,0.1017,0.8676
5.0,Five Stars,The best coffee,B00BXLW38M,B00BXLW2AQ,AENLHLKOL4UX5P6UGZMINPMTLHFQ,1481401720000,0,True,0.0074,0.0205,0.9721
5.0,Makes shopping simple,Arrived in minutes Using this card made shopping much easier knowing the money was already there Budget friendly,B086KKT3RX,B086KKT3RX,AEAB6NOQEG3WKXDKYCN2QMOECEEA,1633839414924,0,True,0.0071,0.1405,0.8524
5.0,Highly Recommend,Very easy to use Money arrived in seconds I like having a balance available,B00IX1I3G6,B00IX1I3G6,AEAB6NOQEG3WKXDKYCN2QMOECEEA,1623602656532,0,True,0.0039,0.0362,0.9599
5.0,Great gift,Christmas gift for the hard to please,B072P5VV4D,B00ADR2LV6,AHARQUHC4S2BGOGV6CBSYIB7EUSA,1616374103599,0,True,0.1711,0.5121,0.3168
5.0,Xmas,good gift,B071VCQJ24,B018F4M89S,AHARQUHC4S2BGOGV6CBSYIB7EUSA,1586903166035,0,True,0.028,0.0666,0.9054
5.0,Bought for baby shower gift,I liked that it came in a box and the pop up was really cute,B07Y93PHLP,B084BSSQ2Y,AEKTTSBKWWSTGMHV53GH56JCNFXA,1673553803398,0,True,0.0042,0.0278,0.968
5.0,Very convenient,Very easy to use as a gift for a new baby,B06WVJBLBQ,B071X4ZX3X,AEW4XWGB3L2HS36BXE6IZHLPFXPA,1618348019434,0,True,0.0046,0.0895,0.906
1.0,One Star,These gift cards are so difficult to use Seriously just give people money,B00S5J8456,B00BXLTR6S,AGDK4MWTNKU6QVFJSWHY72N322TQ,1514397642959,0,False,0.8971,0.0927,0.0102
1.0,Can't use online,Received this gift card from a friend and when I went to use it for an online order the card wouldn t work Found out that it was for In Store purchases only SERIOUSLY,B07Y5ZNNGS,B07Y645G81,AHWALR5APNEFTDXWT2M6K5HEVKSA,1665264178462,1,False,0.8499,0.141,0.0092
